customer_id,total_orders,total_paid,avg_payment_per_order
8031,2,1061.29,530.65
4787,2,1058.1000000000001,529.05
8273,3,1058.0600000000002,352.69
4307,1,1057.53,1057.53
2737,3,1057.39,352.46
5837,3,1035.75,345.25
8425,3,1030.38,343.46
2689,2,1030.33,515.17
4414,3,1022.9599999999999,340.99
4791,3,1022.89,340.96
7909,2,1014.99,507.5
1423,2,1002.8,501.4
8231,3,1002.56,334.19
2156,2,995.98,497.99
2267,3,994.2,331.4
4715,1,989.98,989.98
3768,1,989.84,989.84
4566,1,988.7099999999999,988.71
9119,2,974.0,487.0
8761,1,971.5899999999999,971.59
2674,3,970.3700000000001,323.46
5544,2,967.12,483.56
9057,2,966.96,483.48
8331,2,966.75,483.38
6896,2,964.0,482.0
3319,2,960.95,480.48
2206,2,957.3599999999999,478.68
5885,2,957.25,478.63
2641,2,956.02,478.01
9848,1,954.9100000000001,954.91
6379,2,953.0799999999999,476.54
6410,1,948.82,948.82
3072,3,947.96,315.99
1477,2,947.89,473.95
4402,3,946.47,315.49
1794,3,945.2499999999999,315.08
6347,1,942.73,942.73
8973,2,940.7,470.35
9147,2,939.92,469.96
7716,2,937.47,468.74
2196,2,935.02,467.51
8342,2,932.5799999999999,466.29
6383,3,931.97,310.66
8594,2,929.33,464.67
5923,2,928.52,464.26
5828,2,926.78,463.39
8658,2,926.28,463.14
4757,2,925.0300000000001,462.52
5747,2,924.25,462.13
5661,2,919.72,459.86
7917,2,918.8900000000001,459.45
7372,1,917.9100000000001,917.91
6045,2,917.14,458.57
2940,3,916.12,305.37
9140,1,911.74,911.74
2169,1,910.75,910.75
2323,2,910.6999999999999,455.35
2376,2,909.94,454.97
9376,3,909.6200000000001,303.21
9899,1,908.82,908.82
1798,2,907.6699999999998,453.84
3525,2,907.27,453.64
3974,1,906.97,906.97
1200,2,900.0699999999999,450.04
3713,2,899.8499999999999,449.93
5330,2,896.9,448.45
1405,3,895.94,298.65
8357,1,894.3800000000001,894.38
1536,2,890.8299999999999,445.42
9016,2,889.45,444.73
3158,2,888.21,444.11
1119,3,888.01,296.0
7294,2,887.77,443.89
8085,2,885.46,442.73
9381,2,884.9300000000001,442.47
1543,5,884.91,176.98
3414,3,882.53,294.18
1785,2,881.4200000000001,440.71
3025,3,880.57,293.52
9015,1,877.99,877.99
6406,2,875.29,437.65
3826,3,874.3599999999999,291.45
7997,2,872.88,436.44
7445,2,872.21,436.11
9810,2,870.8,435.4
6937,2,870.1400000000001,435.07
6597,2,868.8299999999999,434.42
9469,1,868.34,868.34
7611,1,866.62,866.62
3381,2,864.29,432.15
8679,2,863.45,431.73
9059,2,863.01,431.51
6530,2,862.81,431.41
2727,1,862.15,862.15
5783,1,861.5899999999999,861.59
7619,1,861.28,861.28
5702,2,858.0600000000001,429.03
5764,1,856.98,856.98
5243,2,856.77,428.39
6818,3,856.07,285.36
7159,1,855.02,855.02
8591,1,853.4300000000001,853.43
6334,1,853.16,853.16
4192,2,853.0799999999999,426.54
5956,2,852.5799999999999,426.29
7208,3,852.3499999999999,284.12
8773,2,850.06,425.03
3947,3,849.6500000000001,283.22
9664,1,849.47,849.47
8144,2,848.71,424.36
5107,2,847.85,423.93
1431,2,846.87,423.44
8472,2,845.33,422.67
4957,3,844.62,281.54
2354,2,841.3,420.65
1118,3,840.46,280.15
2062,1,840.26,840.26
7691,3,839.8100000000001,279.94
7815,2,839.6700000000001,419.84
9499,2,837.3199999999999,418.66
9691,2,835.25,417.63
1803,2,835.21,417.61
8825,2,834.89,417.45
9064,2,833.28,416.64
6295,1,831.15,831.15
9195,2,831.12,415.56
4797,2,830.27,415.14
2339,1,830.19,830.19
3690,2,829.87,414.94
4187,1,828.15,828.15
6269,2,827.86,413.93
9314,2,827.85,413.93
8437,2,827.56,413.78
4971,1,827.4300000000001,827.43
9564,4,826.87,206.72
6787,3,826.29,275.43
5467,2,825.72,412.86
8877,2,825.53,412.77
4811,2,824.11,412.06
5072,3,823.6800000000001,274.56
3383,2,823.5699999999999,411.79
1908,1,822.16,822.16
1440,2,821.76,410.88
1645,2,820.8,410.4
1860,2,820.41,410.21
9245,2,819.99,410.0
8326,1,818.5799999999999,818.58
2724,2,817.6399999999999,408.82
5405,2,816.63,408.32
3069,2,815.94,407.97
6343,1,814.81,814.81
1226,1,813.0999999999999,813.1
7725,1,812.37,812.37
3286,2,811.45,405.73
9536,2,811.3399999999999,405.67
3622,1,811.05,811.05
8540,4,810.6800000000001,202.67
9032,2,810.0699999999999,405.04
6266,1,809.9300000000001,809.93
5033,2,809.65,404.83
4010,2,809.0999999999999,404.55
4016,3,808.6600000000001,269.55
1567,1,806.12,806.12
6310,1,804.9000000000001,804.9
6848,2,804.04,402.02
1208,1,803.4000000000001,803.4
4350,1,799.81,799.81
6011,2,797.46,398.73
9370,2,796.0,398.0
2866,2,795.8,397.9
7850,1,794.8299999999999,794.83
5413,2,792.58,396.29
1881,2,792.46,396.23
4810,1,792.45,792.45
2142,2,790.73,395.37
4657,2,789.16,394.58
4014,3,789.11,263.04
4055,2,788.96,394.48
5400,2,788.6600000000001,394.33
5408,1,786.87,786.87
8486,2,786.5799999999999,393.29
7396,2,785.21,392.61
2160,1,785.1,785.1
1194,2,785.09,392.55
9801,2,779.0899999999999,389.55
1395,1,777.36,777.36
5356,1,777.3499999999999,777.35
2189,1,775.6700000000001,775.67
5545,2,775.24,387.62
4523,1,774.7,774.7
3404,2,774.36,387.18
7279,2,773.9899999999999,387.0
1946,1,772.6800000000001,772.68
3444,2,771.37,385.69
6926,2,770.58,385.29
8707,2,770.27,385.14
2210,2,770.1400000000001,385.07
9483,1,766.3299999999999,766.33
7211,1,764.9,764.9
3416,2,763.99,382.0
2634,1,763.64,763.64
1432,1,763.3399999999999,763.34
2527,2,762.31,381.16
4690,1,761.9,761.9
7929,2,761.89,380.95
1782,1,761.11,761.11
5419,2,760.8699999999999,380.44
6941,1,758.9200000000001,758.92
3371,2,757.3999999999999,378.7
6760,1,756.8900000000001,756.89
2343,2,755.98,377.99
6802,2,754.49,377.25
6582,2,753.98,376.99
8014,2,753.8199999999999,376.91
4452,1,753.0899999999999,753.09
7398,2,751.91,375.96
3209,1,751.45,751.45
8235,1,750.75,750.75
8304,1,749.9100000000001,749.91
9115,2,747.91,373.96
5252,2,747.06,373.53
9607,2,746.75,373.38
1130,1,746.3499999999999,746.35
2336,2,746.0799999999999,373.04
1829,1,745.04,745.04
4369,1,744.26,744.26
4734,1,743.8900000000001,743.89
3732,1,743.5699999999999,743.57
5913,1,741.73,741.73
5748,3,739.88,246.63
6578,1,739.73,739.73
7253,1,737.8499999999999,737.85
7801,2,736.75,368.38
3111,1,733.1300000000001,733.13
1700,2,730.98,365.49
2659,2,730.76,365.38
4163,2,729.8499999999999,364.93
1349,2,728.94,364.47
4832,1,728.86,728.86
5006,2,728.79,364.4
5047,2,728.6800000000001,364.34
8622,1,727.62,727.62
4338,1,726.8199999999999,726.82
9109,1,725.47,725.47
3336,2,725.0799999999999,362.54
7126,3,725.04,241.68
1202,2,723.7,361.85
1709,1,723.12,723.12
5425,2,722.3299999999999,361.17
8074,4,720.17,180.04
7314,2,720.0699999999999,360.04
2540,1,719.39,719.39
4960,1,717.37,717.37
2841,2,717.27,358.64
1631,1,717.24,717.24
8715,2,717.1999999999999,358.6
3848,1,716.41,716.41
7658,2,715.98,357.99
4613,2,714.24,357.12
4427,2,713.9300000000001,356.97
1600,2,712.99,356.5
5597,2,712.88,356.44
3255,2,712.81,356.41
8921,2,711.45,355.73
7492,1,711.39,711.39
6243,2,710.85,355.43
1132,2,710.54,355.27
7744,1,710.4300000000001,710.43
3982,1,709.8,709.8
1393,3,709.79,236.6
3948,2,709.29,354.65
8935,2,708.74,354.37
3150,2,708.06,354.03
5519,2,707.81,353.91
9723,1,705.24,705.24
7049,2,704.36,352.18
3437,1,703.28,703.28
8770,2,702.93,351.47
3905,1,702.3399999999999,702.34
9694,1,702.04,702.04
6314,2,701.62,350.81
3784,2,701.1700000000001,350.59
7823,1,701.03,701.03
5718,2,700.35,350.18
3362,1,700.1800000000001,700.18
3953,1,698.59,698.59
4004,3,697.96,232.65
3104,1,696.37,696.37
9919,3,695.26,231.75
2563,1,694.25,694.25
8397,2,693.4,346.7
4119,1,692.66,692.66
5896,3,692.22,230.74
1340,2,692.01,346.01
4463,1,690.54,690.54
5987,3,690.22,230.07
7951,2,689.9200000000001,344.96
8816,2,687.64,343.82
2544,2,687.61,343.81
8820,2,687.1,343.55
7830,1,686.37,686.37
6853,2,685.9,342.95
7819,2,685.77,342.89
1133,1,684.73,684.73
8942,1,683.5699999999999,683.57
3472,1,682.6600000000001,682.66
9614,1,682.36,682.36
6421,1,681.49,681.49
8052,3,681.4000000000001,227.13
2698,1,681.15,681.15
5280,2,680.45,340.23
5151,3,680.3900000000001,226.8
6477,2,678.55,339.28
5308,2,678.35,339.18
2270,2,677.9300000000001,338.97
1227,2,676.74,338.37
4961,1,675.55,675.55
8282,2,674.9599999999999,337.48
3572,2,673.72,336.86
3612,2,673.34,336.67
8443,2,673.0699999999999,336.54
2511,1,672.88,672.88
9243,1,672.5799999999999,672.58
1633,1,670.64,670.64
8057,1,669.37,669.37
8645,1,668.18,668.18
2470,1,667.94,667.94
8119,2,667.8299999999999,333.92
7952,1,666.77,666.77
2119,1,665.45,665.45
7371,2,665.12,332.56
9396,1,664.87,664.87
8259,2,664.4200000000001,332.21
1562,2,663.4000000000001,331.7
7275,2,663.28,331.64
7250,1,662.8199999999999,662.82
7877,1,659.23,659.23
1595,1,658.55,658.55
8708,1,657.48,657.48
3602,2,655.65,327.83
6215,2,654.1700000000001,327.09
2546,2,653.9399999999999,326.97
9426,1,653.49,653.49
1711,2,651.61,325.81
4078,1,650.62,650.62
4801,2,649.78,324.89
9209,2,649.37,324.69
3832,1,648.4000000000001,648.4
9892,1,647.99,647.99
3415,2,647.87,323.94
3660,1,647.73,647.73
1232,2,646.01,323.01
7969,1,645.4300000000001,645.43
6992,2,643.08,321.54
2083,2,642.5899999999999,321.3
9804,2,639.65,319.83
6581,2,639.62,319.81
3938,2,638.81,319.41
5287,2,637.77,318.89
9947,1,637.75,637.75
9476,2,637.3100000000001,318.66
1262,1,636.5699999999999,636.57
8711,2,635.8399999999999,317.92
5456,1,635.48,635.48
5895,3,635.41,211.8
9912,2,634.99,317.5
2446,2,634.0999999999999,317.05
4186,1,633.9300000000001,633.93
4581,2,633.51,316.76
9315,2,632.65,316.33
7322,2,632.3399999999999,316.17
8272,1,631.55,631.55
4204,2,630.21,315.11
7388,1,630.15,630.15
7366,2,630.0699999999999,315.04
8116,1,629.01,629.01
7292,2,628.23,314.12
4426,2,628.2,314.1
5015,2,627.8,313.9
3005,1,627.59,627.59
1752,1,627.59,627.59
9818,2,626.81,313.41
6441,1,626.24,626.24
7412,2,626.1800000000001,313.09
6646,2,625.8399999999999,312.92
7125,2,625.6800000000001,312.84
3352,2,625.26,312.63
9448,1,625.1700000000001,625.17
4065,1,624.56,624.56
8979,2,624.47,312.24
9427,2,623.45,311.73
9631,2,623.4,311.7
8246,2,623.21,311.61
6328,2,623.13,311.57
5539,2,623.08,311.54
5386,1,622.89,622.89
7438,1,621.77,621.77
9340,1,620.84,620.84
5441,2,620.1,310.05
6742,2,619.5600000000001,309.78
9039,1,617.51,617.51
2970,3,617.31,205.77
6003,1,613.92,613.92
4809,1,613.6899999999999,613.69
5680,2,613.6,306.8
3222,2,613.51,306.76
8260,2,612.4399999999999,306.22
9433,2,612.38,306.19
9313,1,611.64,611.64
5960,2,611.3,305.65
3303,1,611.02,611.02
9743,2,610.52,305.26
3562,1,609.8199999999999,609.82
4652,1,609.6899999999999,609.69
4695,2,608.26,304.13
8509,2,607.71,303.86
3068,3,607.6800000000001,202.56
4250,2,607.59,303.8
5136,1,607.12,607.12
9290,3,606.84,202.28
6222,1,606.63,606.63
2616,2,605.99,303.0
7071,2,605.32,302.66
8324,2,605.1700000000001,302.59
3627,2,605.0899999999999,302.55
4190,2,604.85,302.43
7280,2,603.75,301.88
7539,2,603.65,301.83
6613,2,603.58,301.79
8538,2,603.4200000000001,301.71
5636,2,602.79,301.4
7513,2,602.4399999999999,301.22
3738,1,602.07,602.07
2445,2,601.12,300.56
5247,2,600.8499999999999,300.43
7848,2,600.06,300.03
7598,2,599.8199999999999,299.91
2324,1,599.8,599.8
9177,3,598.92,199.64
2463,2,597.71,298.86
7800,2,597.16,298.58
8785,2,597.07,298.54
6071,2,596.5699999999999,298.29
1010,2,596.4300000000001,298.22
9668,2,596.05,298.03
7790,2,594.68,297.34
9128,2,594.1800000000001,297.09
9068,2,592.26,296.13
7269,1,592.24,592.24
1025,1,592.0500000000001,592.05
9328,2,591.55,295.78
2687,2,591.37,295.69
9847,1,589.91,589.91
8359,2,589.42,294.71
7283,2,589.1700000000001,294.59
7627,3,588.9300000000001,196.31
3086,1,587.51,587.51
5009,2,587.26,293.63
2941,2,585.27,292.64
4272,2,583.58,291.79
1626,1,583.3199999999999,583.32
3089,2,583.13,291.57
1942,3,582.98,194.33
3903,1,582.9300000000001,582.93
9979,2,581.04,290.52
1756,2,579.45,289.73
1996,1,578.83,578.83
4471,2,578.09,289.05
3187,3,577.92,192.64
1797,2,577.1800000000001,288.59
3527,2,577.05,288.53
4221,2,575.96,287.98
9529,2,575.46,287.73
2973,2,575.29,287.65
3601,2,575.23,287.62
8616,1,575.1800000000001,575.18
9970,2,575.07,287.54
1213,2,574.24,287.12
1104,2,573.78,286.89
6810,2,573.46,286.73
2309,2,572.31,286.16
8399,1,571.79,571.79
2640,2,571.65,285.83
6214,2,571.53,285.77
7552,1,570.84,570.84
5431,2,570.75,285.38
6823,1,569.51,569.51
6691,2,569.15,284.58
1550,2,568.26,284.13
9730,2,568.14,284.07
1105,2,567.91,283.96
3528,1,567.73,567.73
8096,2,567.51,283.76
5954,1,566.92,566.92
1312,1,566.7,566.7
5841,1,564.75,564.75
8932,1,564.46,564.46
9033,2,564.29,282.15
5595,1,564.27,564.27
5739,2,561.6,280.8
6009,1,561.55,561.55
9709,2,560.85,280.43
5947,3,560.7900000000001,186.93
5119,2,560.79,280.4
1745,1,560.78,560.78
9509,2,560.3299999999999,280.17
7542,1,559.19,559.19
3558,1,558.6800000000001,558.68
2133,2,558.5899999999999,279.3
7326,2,557.8199999999999,278.91
5264,2,556.91,278.46
6980,1,555.25,555.25
3328,2,554.78,277.39
1869,2,554.4,277.2
2889,2,553.48,276.74
1513,2,553.25,276.63
5562,1,552.63,552.63
7521,3,551.98,183.99
4843,1,550.73,550.73
4507,1,550.7,550.7
5966,1,549.59,549.59
5745,2,549.5400000000001,274.77
8239,2,549.11,274.56
5270,1,549.1,549.1
1091,2,548.37,274.19
7305,1,548.0,548.0
4646,1,547.88,547.88
1137,2,547.3,273.65
3731,2,547.24,273.62
8200,1,546.77,546.77
2827,2,546.29,273.15
1372,1,545.99,545.99
2780,1,545.84,545.84
8431,2,545.62,272.81
8364,1,545.08,545.08
6473,1,544.78,544.78
8781,1,544.24,544.24
1333,2,543.3100000000001,271.66
9272,1,543.29,543.29
4145,2,543.15,271.58
8218,1,542.8,542.8
6588,1,542.64,542.64
4170,1,542.59,542.59
5865,2,541.1899999999999,270.6
9143,2,541.12,270.56
4291,1,541.04,541.04
3193,1,541.03,541.03
9189,2,540.71,270.36
6435,1,538.78,538.78
9533,2,538.66,269.33
6536,2,538.39,269.2
6972,1,537.94,537.94
8474,2,537.79,268.9
8319,2,537.72,268.86
1818,1,537.54,537.54
4049,1,537.3,537.3
8744,1,537.24,537.24
2826,1,536.77,536.77
1383,2,536.56,268.28
7799,2,536.26,268.13
5758,2,536.2,268.1
7843,2,534.23,267.12
4432,2,534.0,267.0
6395,2,533.77,266.89
7268,2,533.25,266.63
8350,2,532.4100000000001,266.21
1244,2,532.1,266.05
4649,2,531.3,265.65
8774,2,531.27,265.64
8023,1,530.9399999999999,530.94
3583,3,530.11,176.7
3990,2,529.58,264.79
4087,2,527.22,263.61
7581,2,527.19,263.6
3604,2,526.6,263.3
1256,2,526.22,263.11
1323,1,525.34,525.34
6463,1,525.31,525.31
2183,1,524.55,524.55
7904,2,524.48,262.24
3456,3,524.28,174.76
1716,2,523.86,261.93
4120,2,522.37,261.19
1093,2,521.4200000000001,260.71
4621,1,521.26,521.26
4458,1,520.88,520.88
9283,2,520.8199999999999,260.41
1157,2,520.81,260.41
7769,2,520.59,260.3
6867,2,519.87,259.94
3348,2,519.59,259.8
9929,2,519.4300000000001,259.72
1620,1,519.33,519.33
3779,2,518.4300000000001,259.22
2039,1,517.29,517.29
6521,2,517.13,258.57
1725,2,516.9100000000001,258.46
8914,1,516.6800000000001,516.68
7841,2,515.72,257.86
2694,2,515.5,257.75
7918,2,514.53,257.27
9206,1,514.33,514.33
3481,1,514.14,514.14
9422,2,513.52,256.76
3446,2,512.77,256.39
9666,2,511.6799999999999,255.84
7051,1,511.64,511.64
5088,1,511.31,511.31
8240,2,510.92999999999995,255.47
4451,2,510.92,255.46
5159,1,510.63000000000005,510.63
3862,2,510.56,255.28
7570,1,510.39,510.39
4661,1,509.67,509.67
7427,1,507.85,507.85
5529,1,507.62,507.62
1560,2,507.47,253.74
1982,2,507.09,253.55
1712,2,507.08000000000004,253.54
7187,2,506.75,253.38
7958,2,506.37,253.19
7557,2,505.52,252.76
8276,1,505.35,505.35
2914,2,504.70000000000005,252.35
4808,1,504.47,504.47
4850,2,503.62,251.81
7807,2,503.44000000000005,251.72
6286,2,503.4,251.7
9927,1,502.38,502.38
6279,2,502.06000000000006,251.03
1983,2,502.02,251.01
6701,2,501.88,250.94
5760,2,501.59,250.8
7119,2,501.36,250.68
3239,1,501.12,501.12
7099,2,500.79,250.4
9956,2,500.69000000000005,250.35
9735,2,500.33,250.17
1491,2,500.06,250.03
3234,2,500.03000000000003,250.02
7798,1,499.98,499.98
7582,1,499.86,499.86
6999,1,499.75,499.75
1768,1,499.74,499.74
6610,1,499.7,499.7
6444,1,499.65,499.65
9182,1,499.48,499.48
8228,1,499.47,499.47
9329,1,499.22,499.22
7029,2,499.03,249.52
8469,1,498.97,498.97
5874,2,498.83,249.42
7258,1,498.63,498.63
1630,1,498.54,498.54
5098,1,498.37,498.37
2746,1,498.26,498.26
7763,1,498.11,498.11
1138,1,498.03000000000003,498.03
6301,1,497.93,497.93
5370,2,497.52000000000004,248.76
5080,1,497.52,497.52
9893,1,497.2,497.2
2604,1,497.1,497.1
8936,2,496.81,248.41
5533,2,496.69,248.35
3118,1,496.67,496.67
5622,1,496.6,496.6
9056,1,496.45,496.45
4022,1,495.94,495.94
2421,1,495.81,495.81
8873,1,495.7,495.7
9850,1,495.65,495.65
2929,1,495.44,495.44
1085,2,495.4,247.7
9390,1,495.36,495.36
7930,1,495.3,495.3
6625,3,495.18,165.06
6569,2,495.08000000000004,247.54
7511,1,495.04,495.04
8849,1,495.01,495.01
8675,1,494.82,494.82
3289,1,494.73,494.73
1859,1,494.71,494.71
2029,1,494.68,494.68
5731,1,494.13,494.13
8846,2,494.11,247.06
6510,1,493.82,493.82
3735,2,493.49,246.75
8542,1,493.35,493.35
6811,1,493.34,493.34
6658,2,493.28,246.64
6427,1,493.19,493.19
5422,1,492.78999999999996,492.79
6540,1,492.75,492.75
6486,2,492.71,246.36
8536,1,492.69,492.69
5934,2,492.63,246.32
6935,1,492.57,492.57
3621,1,492.31,492.31
1322,2,492.18,246.09
7652,1,492.15,492.15
9127,1,492.1,492.1
3364,1,491.91,491.91
6997,2,491.88,245.94
8804,2,491.51,245.76
8652,1,491.22,491.22
9102,2,491.15,245.58
9820,1,491.14,491.14
3359,1,490.77,490.77
3298,1,490.62,490.62
5147,1,490.56,490.56
8736,1,490.21,490.21
3971,1,490.2,490.2
6150,2,490.19,245.1
9074,1,490.07,490.07
9826,1,489.82,489.82
5461,1,489.74,489.74
7116,1,489.62,489.62
1375,2,489.5,244.75
5789,1,489.34,489.34
1686,1,489.33,489.33
4127,1,489.3,489.3
2629,1,489.27,489.27
5421,1,489.12,489.12
7549,1,489.08,489.08
1717,1,489.0,489.0
9882,1,488.73,488.73
3384,1,488.67,488.67
2976,1,488.54,488.54
9766,1,488.51,488.51
1824,1,488.23,488.23
2804,2,488.13,244.07
5036,1,487.74,487.74
4257,1,487.71000000000004,487.71
2742,1,487.68,487.68
2579,1,487.48,487.48
8086,2,487.15000000000003,243.58
2574,2,486.90999999999997,243.46
2330,1,486.89,486.89
6860,1,486.75,486.75
7468,1,486.71,486.71
3440,1,486.68,486.68
7114,1,486.6,486.6
7668,2,486.52,243.26
2377,1,486.41,486.41
7447,2,486.19,243.1
9541,1,486.15,486.15
1612,1,486.05999999999995,486.06
1981,1,486.02,486.02
2479,1,485.96,485.96
6146,1,485.9,485.9
7911,2,485.74,242.87
2362,1,485.59,485.59
9900,1,485.34,485.34
2734,1,485.01,485.01
7768,1,484.89,484.89
4073,1,484.72,484.72
9526,1,484.55,484.55
9688,1,484.49,484.49
9652,1,484.46,484.46
4333,1,484.14000000000004,484.14
4079,1,484.12,484.12
6283,1,484.11,484.11
9348,1,483.71,483.71
3844,1,483.65,483.65
2406,1,483.49,483.49
7464,1,483.46,483.46
2226,1,483.39,483.39
9473,1,483.26,483.26
7223,1,482.92,482.92
7730,1,482.91,482.91
3480,2,482.52,241.26
3699,1,482.29,482.29
8230,1,482.24,482.24
4779,1,482.22,482.22
5418,1,482.11,482.11
1168,2,482.1,241.05
5944,1,481.61,481.61
5721,1,481.29,481.29
5182,1,481.1,481.1
6471,1,481.09,481.09
1917,1,480.66,480.66
1614,2,480.48,240.24
2870,1,480.42,480.42
3907,1,480.19,480.19
2792,1,480.06,480.06
2425,2,479.92999999999995,239.97
5104,1,479.81,479.81
4085,2,479.63,239.82
3229,1,479.25,479.25
2551,1,479.23,479.23
7225,2,479.15000000000003,239.58
9196,1,478.74,478.74
9949,1,478.62,478.62
1501,1,478.52,478.52
5318,1,478.33,478.33
9176,1,478.07,478.07
8913,1,477.59,477.59
4741,1,477.46,477.46
2243,1,477.42,477.42
6017,1,477.31,477.31
5496,1,477.2,477.2
8178,1,477.12,477.12
3354,1,477.06,477.06
6087,1,476.98,476.98
7714,1,476.85,476.85
2298,1,476.29,476.29
4738,1,475.48,475.48
8159,1,475.23,475.23
8716,1,475.15,475.15
3509,2,474.86,237.43
3872,1,474.74,474.74
8419,1,474.53,474.53
7395,1,474.36,474.36
6682,1,474.36,474.36
3117,1,474.35,474.35
6837,1,474.33,474.33
3120,2,473.93999999999994,236.97
8766,1,473.93,473.93
5879,1,473.87,473.87
9451,1,473.71,473.71
8878,2,473.31,236.66
6023,1,473.29,473.29
4963,1,473.23,473.23
6734,1,472.58,472.58
6594,1,472.37,472.37
4251,1,472.26,472.26
4514,1,472.08,472.08
5656,2,471.87,235.94
1046,1,471.67,471.67
2999,2,471.32,235.66
3198,1,470.86,470.86
3575,1,470.68,470.68
9408,1,470.23,470.23
9011,2,470.2,235.1
6475,1,470.13,470.13
6545,1,469.74,469.74
8403,2,469.69,234.85
8737,1,469.46,469.46
2709,1,469.3,469.3
9911,1,469.28,469.28
9023,1,469.19,469.19
9788,2,469.03,234.52
1388,2,468.96,234.48
4586,1,468.59000000000003,468.59
1144,2,468.42,234.21
2391,1,468.21,468.21
9770,1,468.14,468.14
1063,2,468.05,234.03
9436,2,467.96,233.98
4982,1,467.8,467.8
6186,1,467.6,467.6
5140,2,467.55999999999995,233.78
3776,1,467.42,467.42
1888,1,467.2,467.2
2770,1,467.16,467.16
6924,1,467.14,467.14
5435,1,467.03999999999996,467.04
1217,2,466.99,233.5
6327,1,466.90999999999997,466.91
1962,1,466.7,466.7
6198,1,466.65,466.65
8610,1,466.61,466.61
3868,1,466.6,466.6
4447,1,466.43,466.43
8598,1,466.34,466.34
1963,1,466.32,466.32
6188,1,466.3,466.3
1100,1,466.2,466.2
8710,1,466.19,466.19
5563,1,466.15000000000003,466.15
7389,1,466.13,466.13
8018,1,466.06,466.06
6493,2,465.99,233.0
1114,2,465.64,232.82
3674,1,465.18,465.18
7261,1,465.06,465.06
4483,1,464.38,464.38
9151,1,464.19000000000005,464.19
8722,1,464.1,464.1
1185,1,464.03,464.03
5883,1,463.76,463.76
1459,1,463.64,463.64
9197,1,463.51,463.51
9686,1,463.46,463.46
5017,1,463.4,463.4
6225,1,463.37,463.37
5486,2,463.25,231.63
5765,1,463.18,463.18
1420,1,462.36,462.36
5412,1,462.3,462.3
5638,1,461.75,461.75
2329,3,461.57000000000005,153.86
2150,1,461.57,461.57
7494,1,461.48,461.48
8836,2,461.46000000000004,230.73
5322,1,461.44,461.44
9964,2,461.22999999999996,230.62
5586,2,461.12,230.56
4358,1,461.1,461.1
6842,1,460.96,460.96
5081,1,460.88,460.88
6593,1,460.86,460.86
4694,1,460.49,460.49
3004,1,460.25,460.25
6000,1,460.23,460.23
7299,1,459.97,459.97
2931,1,459.8,459.8
3557,1,459.73,459.73
2424,1,459.68,459.68
1578,1,459.35,459.35
4410,1,459.28,459.28
5641,3,459.24,153.08
6652,1,459.16,459.16
9322,2,459.14000000000004,229.57
4401,1,459.08,459.08
3412,1,458.3,458.3
1556,1,458.24,458.24
8776,2,458.2,229.1
4678,1,458.12,458.12
6775,1,458.1,458.1
5320,1,457.91,457.91
2506,2,457.87,228.94
2618,1,457.63,457.63
7685,1,457.23,457.23
